CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser.1,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
942,0,14,D,Eddie,2/19/2019 0:00, GOAT,BRUCELLOSIS,NP,NP,P,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,BRUCELLOSIS,1,BRUCELLOSIS,BRUCELLOSIS,COWDRIOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,POX,LUNGWORM,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,CCPP,PASTEUROLLOSIS,PPR,ZZ_OTHER,32.99,27.21,23.7,15.82,0.16,0.06,0.03,0.02,0.02,0.01,0.0,0.0,0.0,100.02
2631,1,0,U,Eddie,11/5/2019 0:00, GOAT,BRUCELLOSIS,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,BRUCELLOSIS,1,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,MANGE MITE,TRICHOSTRONGIULOSIS,LUNGWORM,POX,HYPOCALCEMIA / PREGNANCY TOX.,CCPP,COWDRIOSIS,PASTEUROLLOSIS,PPR,ZZ_OTHER,40.32,31.87,26.42,0.71,0.35,0.2,0.06,0.05,0.02,0.01,0.0,0.0,0.0,100.01
614,0,38,M,Eddie,2/4/2019 0:00, GOAT,CCPP,NP,P,NP,NP,NP,P,NP,P,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CCPP,2,CCPP,CCPP,PASTEUROLLOSIS,POX,PPR,LUNGWORM,COWDRIOSIS,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,MASTITIS,TRICHOSTRONGIULOSIS,ZZ_OTHER,65.04,21.93,10.91,1.77,0.32,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
163,0,0,U,Eddie,12/31/2018 0:00, GOAT,CCPP,P,NP,NP,NP,NP,P,NP,NP,P,P,P,P,P,NP,NP,NP,NP,P,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CCPP,2,CCPP,CCPP,POX,LUNGWORM,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,PPR,MASTITIS,BRUCELLOSIS,COWDRIOSIS,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,93.39,4.66,1.15,0.29,0.28,0.14,0.06,0.02,0.01,0.01,0.0,0.0,0.0,100.01
1663,0,0,U,Eddie,5/14/2019 0:00, GOAT,CCPP,NP,P,NP,P,NP,P,NP,NP,P,NP,NP,NP,P,NP,NP,NP,NP,NP,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,CCPP,2,CCPP,CCPP,PASTEUROLLOSIS,POX,TRICHOSTRONGIULOSIS,LUNGWORM,BRUCELLOSIS,PPR,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,MANGE MITE,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,52.95,17.44,13.58,7.22,3.09,2.15,1.24,1.11,1.06,0.15,0.02,0.0,0.0,100.01
1169,0,43,D,Eddie,3/6/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),POX,LUNGWORM,BRUCELLOSIS,MASTITIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,COWDRIOSIS,PPR,ZZ_OTHER,75.08,11.78,3.93,3.44,3.4,1.2,0.46,0.28,0.2,0.13,0.08,0.02,0.0,100.0
3054,0,31,M,veteddie_eddie,2/7/2020 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,MASTITIS,HYPOCALCEMIA / PREGNANCY TOX.,MANGE MITE,POX,TRICHOSTRONGIULOSIS,COWDRIOSIS,LUNGWORM,CCPP,PASTEUROLLOSIS,PPR,ZZ_OTHER,64.805,15.656,15.4411,2.084,0.577223,0.572094,0.557692,0.151126,0.118883,0.0362142,0.000594983,6.62e-05,9.25e-15,99.99999338
2320,0,0,U,Eddie,9/11/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,NP,P,P,P,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),POX,COWDRIOSIS,CCPP,MASTITIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,BRUCELLOSIS,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PPR,LUNGWORM,ZZ_OTHER,47.38,13.05,11.11,10.63,7.65,5.15,2.81,0.98,0.93,0.21,0.06,0.05,0.0,100.01
3082,1,0,U,veteddie_eddie,2/3/2020 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,NP,NP,NP,NP,NP,P,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),MASTITIS,BRUCELLOSIS,POX,LUNGWORM,MANGE MITE,TRICHOSTRONGIULOSIS,CCPP,PASTEUROLLOSIS,COWDRIOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,79.9215,13.0205,2.31807,2.21582,2.20124,0.209527,0.058606,0.0411074,0.0126244,0.000687148,0.000206865,4.97e-05,1.01e-11,99.99993851
2345,0,0,U,Eddie,8/17/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,NP,P,P,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),POX,PPR,COWDRIOSIS,CCPP,TRICHOSTRONGIULOSIS,MANGE MITE,PASTEUROLLOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),BRUCELLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,ZZ_OTHER,77.1,8.42,7.3,3.75,1.08,0.84,0.75,0.54,0.17,0.07,0.0,0.0,0.0,100.02
