CaseID,train_test,Group,Dup_Stat,OriginDBName,DateOfCaseObserved,Species,DiseaseChosenByUser,ANAEMIA / PALLOR (PALE MEMBRANES),ANOREXIA / (LOSS OF APPETITE),ATAIXA / INCORDINATION OF MOVEMENT,DIARRHOEA,DYSENTERY (BLOOD IN FAECES),DYSPNOEA / COUGHING (DIFFICULTY BREATHING),LYMPH NODE ENLARGEMENT,OCCULAR / NASAL DISCHARGE,PYREXIA / FEVER,STARING COAT (STANDING HAIR / ROUGH COAT),STUNTED GROWTH,WEAKNESS,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION),CONSTIPATION,DEHYDRATION,ICTERUS (YELLOWING OF MEMBRANES),SUBMANDIBULAR / VENTRAL OEDEMA,APATHY / DEPRESSION,ANAEMIA / PALLOR (PALE MEMBRANES)_Absent,ANAEMIA / PALLOR (PALE MEMBRANES)_Present,ANAEMIA / PALLOR (PALE MEMBRANES)_Unknown,ANOREXIA / (LOSS OF APPETITE)_Absent,ANOREXIA / (LOSS OF APPETITE)_Present,ANOREXIA / (LOSS OF APPETITE)_Unknown,ATAIXA / INCORDINATION OF MOVEMENT_Absent,ATAIXA / INCORDINATION OF MOVEMENT_Present,ATAIXA / INCORDINATION OF MOVEMENT_Unknown,DIARRHOEA_Absent,DIARRHOEA_Present,DIARRHOEA_Unknown,DYSENTERY (BLOOD IN FAECES)_Absent,DYSENTERY (BLOOD IN FAECES)_Present,DYSENTERY (BLOOD IN FAECES)_Unknown,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Absent,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Present,DYSPNOEA / COUGHING (DIFFICULTY BREATHING)_Unknown,LYMPH NODE ENLARGEMENT_Absent,LYMPH NODE ENLARGEMENT_Present,LYMPH NODE ENLARGEMENT_Unknown,OCCULAR / NASAL DISCHARGE_Absent,OCCULAR / NASAL DISCHARGE_Present,OCCULAR / NASAL DISCHARGE_Unknown,PYREXIA / FEVER_Absent,PYREXIA / FEVER_Present,PYREXIA / FEVER_Unknown,STARING COAT (STANDING HAIR / ROUGH COAT)_Absent,STARING COAT (STANDING HAIR / ROUGH COAT)_Present,STARING COAT (STANDING HAIR / ROUGH COAT)_Unknown,STUNTED GROWTH_Absent,STUNTED GROWTH_Present,STUNTED GROWTH_Unknown,WEAKNESS_Absent,WEAKNESS_Present,WEAKNESS_Unknown,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Absent,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Present,WEIGHT LOSS / EMACIATION (LOSS OF BODY CONDITION)_Unknown,CONSTIPATION_Absent,CONSTIPATION_Present,CONSTIPATION_Unknown,DEHYDRATION_Absent,DEHYDRATION_Present,DEHYDRATION_Unknown,ICTERUS (YELLOWING OF MEMBRANES)_Absent,ICTERUS (YELLOWING OF MEMBRANES)_Present,ICTERUS (YELLOWING OF MEMBRANES)_Unknown,SUBMANDIBULAR / VENTRAL OEDEMA_Absent,SUBMANDIBULAR / VENTRAL OEDEMA_Present,SUBMANDIBULAR / VENTRAL OEDEMA_Unknown,APATHY / DEPRESSION_Absent,APATHY / DEPRESSION_Present,APATHY / DEPRESSION_Unknown,DiseaseChosenByUser.1,Target_num,Target_name,Disease_1,Disease_2,Disease_3,Disease_4,Disease_5,Disease_6,Disease_7,Disease_8,Disease_9,Disease_10,Disease_11,Disease_12,Disease_13,Prob_1,Prob_2,Prob_3,Prob_4,Prob_5,Prob_6,Prob_7,Prob_8,Prob_9,Prob_10,Prob_11,Prob_12,Prob_13,sum_prob
943,0,14,D,Eddie,2/19/2019 0:00, GOAT,BRUCELLOSIS,NP,NP,P,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,BRUCELLOSIS,1,BRUCELLOSIS,BRUCELLOSIS,COWDRIOSIS,MASTITIS,CONTAGIOUS ECTHYMA (ORF),MANGE MITE,POX,LUNGWORM,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,CCPP,PASTEUROLLOSIS,PPR,ZZ_OTHER,32.99,27.21,23.7,15.82,0.16,0.06,0.03,0.02,0.02,0.01,0.0,0.0,0.0,100.02
1150,0,0,U,Eddie,3/13/2019 0:00, GOAT,BRUCELLOSIS,NP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,P,P,NP,NP,NP,NP,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,BRUCELLOSIS,1,BRUCELLOSIS,MASTITIS,BRUCELLOSIS,POX,CONTAGIOUS ECTHYMA (ORF),CCPP,COWDRIOSIS,TRICHOSTRONGIULOSIS,MANGE MITE,LUNGWORM,PASTEUROLLOSIS,PPR,HYPOCALCEMIA / PREGNANCY TOX.,ZZ_OTHER,59.18,23.34,6.3,5.09,3.76,1.61,0.33,0.22,0.07,0.04,0.03,0.02,0.0,99.99
156,0,0,U,Eddie,12/31/2018 0:00, GOAT,CCPP,NP,NP,NP,NP,NP,NP,NP,P,NP,NP,NP,P,P,NP,NP,NP,P,P,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,CCPP,2,CCPP,CCPP,LUNGWORM,POX,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,MASTITIS,BRUCELLOSIS,MANGE MITE,PPR,PASTEUROLLOSIS,HYPOCALCEMIA / PREGNANCY TOX.,COWDRIOSIS,ZZ_OTHER,47.39,15.59,13.31,6.53,5.91,5.15,4.21,0.76,0.73,0.35,0.06,0.02,0.0,100.01
4205,0,0,U,veteddie_eddie,1/14/2020 0:00, GOAT,CCPP,NP,P,NP,NP,NP,P,NP,P,NP,P,P,P,P,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CCPP,2,CCPP,CCPP,LUNGWORM,POX,PASTEUROLLOSIS,PPR,TRICHOSTRONGIULOSIS,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),HYPOCALCEMIA / PREGNANCY TOX.,MASTITIS,COWDRIOSIS,BRUCELLOSIS,ZZ_OTHER,87.1162,7.16285,4.13717,1.05078,0.435788,0.0762971,0.0184194,0.00139926,0.000368813,0.000304577,0.000257455,0.000190903,1.24e-10,100.0000255
2354,0,43,D,Eddie,9/5/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),POX,LUNGWORM,BRUCELLOSIS,MASTITIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,PASTEUROLLOSIS,MANGE MITE,COWDRIOSIS,PPR,ZZ_OTHER,75.08,11.78,3.93,3.44,3.4,1.2,0.46,0.28,0.2,0.13,0.08,0.02,0.0,100.0
2502,0,0,U,Eddie,9/23/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),CONTAGIOUS ECTHYMA (ORF),MASTITIS,POX,BRUCELLOSIS,COWDRIOSIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,MANGE MITE,PASTEUROLLOSIS,LUNGWORM,PPR,ZZ_OTHER,25.8,16.9,16.55,16.51,12.03,6.3,4.74,0.56,0.28,0.25,0.06,0.02,0.0,100.0
2682,0,0,U,Eddie,11/19/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,P,NP,NP,NP,NP,P,NP,P,P,NP,NP,NP,NP,NP,NP,NP,P,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),POX,MASTITIS,CONTAGIOUS ECTHYMA (ORF),COWDRIOSIS,BRUCELLOSIS,PASTEUROLLOSIS,MANGE MITE,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,LUNGWORM,PPR,TRICHOSTRONGIULOSIS,ZZ_OTHER,54.93,28.1,12.36,4.07,0.23,0.13,0.11,0.06,0.0,0.0,0.0,0.0,0.0,99.99
291,0,0,U,Eddie,1/21/2019 0:00, GOAT,CONTAGIOUS ECTHYMA (ORF),NP,NP,NP,NP,NP,P,NP,NP,NP,NP,P,NP,NP,NP,NP,NP,NP,NP,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,CONTAGIOUS ECTHYMA (ORF),3,CONTAGIOUS ECTHYMA (ORF),LUNGWORM,BRUCELLOSIS,CONTAGIOUS ECTHYMA (ORF),TRICHOSTRONGIULOSIS,MASTITIS,MANGE MITE,CCPP,POX,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,PASTEUROLLOSIS,PPR,ZZ_OTHER,86.5,5.82,3.77,1.49,0.87,0.81,0.7,0.03,0.0,0.0,0.0,0.0,0.0,99.99
4646,0,15,D,veteddie_eddie,8/10/2020 0:00, GOAT,COWDRIOSIS,NP,P,P,NP,NP,NP,NP,NP,NP,P,NP,NP,P,NP,P,NP,P,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,COWDRIOSIS,4,COWDRIOSIS,COWDRIOSIS,MANGE MITE,TRICHOSTRONGIULOSIS,POX,CONTAGIOUS ECTHYMA (ORF),MASTITIS,CCPP,HYPOCALCEMIA / PREGNANCY TOX.,BRUCELLOSIS,PPR,LUNGWORM,PASTEUROLLOSIS,ZZ_OTHER,69.1424,16.4465,10.1875,3.05612,0.483279,0.244139,0.204211,0.0795488,0.0764729,0.0680612,0.0070228,0.00468741,1.01e-06,99.99994312
1166,0,0,U,Eddie,3/14/2019 0:00, GOAT,COWDRIOSIS,NP,P,P,NP,NP,NP,NP,NP,NP,NP,NP,P,P,NP,P,NP,NP,P,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,COWDRIOSIS,4,COWDRIOSIS,COWDRIOSIS,HYPOCALCEMIA / PREGNANCY TOX.,TRICHOSTRONGIULOSIS,POX,MANGE MITE,CONTAGIOUS ECTHYMA (ORF),PPR,BRUCELLOSIS,CCPP,MASTITIS,LUNGWORM,PASTEUROLLOSIS,ZZ_OTHER,63.1,32.72,2.47,0.73,0.42,0.16,0.12,0.09,0.09,0.09,0.0,0.0,0.0,99.99
