PYREXIA / FEVER,,Total Pyrexia,832
NP,,NP,413
NP,,P,413
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
P,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
NP,,,
NP,,,
NO,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
P,,,
NP,,,
P,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
NP,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NO,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NO,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
P,,,
NO,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NO,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
NP,,,
NO,,,
P,,,
P,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
P,,,
NP,,,
P,,,
P,,,
NP,,,
NP,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
NP,,,
NP,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
P,,,
NP,,,
P,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
NP,,,
P,,,
NP,,,
